sisa_jarak_km,durasi_kemacetan_menit,fluktuasi_mkt,probabilitas_rusak
150.03,45.7,-1.89,0.137
75.63,109.0,-0.9,0.0503
142.34,53.0,-0.82,0.0539
187.99,89.6,2.47,0.3552
378.16,111.6,-2.94,0.6394
269.83,108.9,-2.06,0.4877
38.74,6.8,-1.77,0.0152
9.01,24.7,1.34,0.0416
51.17,57.2,1.86,0.1299
205.25,51.8,-0.31,0.2352
466.6,76.9,1.58,0.6104
318.7,113.4,-1.06,0.5305
400.91,13.5,-1.93,0.2886
233.19,54.2,1.45,0.2426
180.83,23.1,-0.28,0.0728
54.2,107.3,-3.34,0.1104
437.97,115.7,0.99,0.8359
391.58,57.4,-2.02,0.6396
84.06,12.5,-2.33,0.0272
256.13,94.2,0.73,0.3579
243.69,83.7,-1.72,0.2
312.55,42.6,-0.53,0.2526
473.09,106.5,0.15,0.7229
289.89,117.1,-3.46,0.397
270.11,66.9,-0.54,0.2098
25.16,67.9,1.87,0.0977
31.45,35.7,-3.89,0.0177
93.67,70.1,-0.38,0.0766
16.24,52.8,-3.57,0.0236
371.68,36.3,1.05,0.4891
361.67,8.1,1.03,0.3074
68.03,30.3,-2.39,0.0243
418.04,23.7,4.02,0.9166
77.39,65.0,1.27,0.1001
150.59,72.2,0.27,0.1493
124.49,73.0,0.13,0.064
186.15,46.6,0.96,0.0601
127.33,50.5,-3.99,0.0471
244.48,100.1,-1.01,0.108
203.7,57.1,-0.54,0.1061
493.28,118.5,-2.5,0.8764
27.96,52.8,-0.34,0.0191
71.09,77.9,1.58,0.0538
26.41,6.0,-2.55,0.0308
312.92,78.4,-1.64,0.2576
27.25,102.2,-3.55,0.0597
418.22,113.1,-5.97,0.7184
255.97,119.7,0.45,0.4683
263.5,33.9,-1.56,0.1811
280.8,69.0,-1.38,0.317
85.41,54.1,-3.97,0.0203
98.85,67.7,-1.96,0.0322
159.41,18.9,1.24,0.1665
296.75,102.7,-1.5,0.2737
105.06,109.1,-1.43,0.0864
58.17,54.0,-0.98,0.0207
485.06,33.7,-4.59,0.4214
10.99,16.9,0.06,0.0134
401.35,82.1,-4.64,0.3712
394.02,37.5,-3.85,0.2121
148.61,109.1,-4.12,0.1803
67.81,80.5,-1.94,0.041
72.81,77.5,-2.38,0.0449
348.72,67.1,-1.5,0.1423
321.4,5.5,-3.76,0.2937
391.37,111.8,1.01,0.8002
468.74,75.4,0.59,0.6187
345.96,119.3,-1.93,0.4031
77.93,64.5,-2.7,0.052
121.72,85.2,-2.95,0.0948
421.1,6.7,-2.28,0.1587
104.65,75.8,-5.0,0.0219
36.26,91.8,-3.9,0.0432
351.64,93.4,0.65,0.3369
201.26,92.4,-0.75,0.195
460.02,27.2,2.59,0.7735
325.13,117.0,-2.25,0.3475
45.21,119.4,-2.4,0.0682
473.93,9.1,-2.52,0.5766
129.28,112.4,-2.3,0.199
168.61,34.7,-3.15,0.0544
201.13,82.7,-0.82,0.3765
25.61,40.6,-1.43,0.0136
248.26,116.1,-2.77,0.2354
61.66,12.2,1.63,0.052
200.49,59.7,3.24,0.3056
175.35,51.4,1.42,0.3586
386.42,39.1,-0.1,0.3251
401.59,77.5,0.4,0.431
76.71,15.7,3.14,0.1763
183.28,86.0,0.4,0.1931
186.68,117.7,-2.96,0.1988
75.71,96.5,-0.52,0.0452
399.23,103.2,0.07,0.3925
353.61,43.2,-3.99,0.5174
95.19,39.0,-2.21,0.0212
183.36,62.0,1.25,0.3769
52.9,5.5,-6.06,0.0119
314.1,113.4,-4.63,0.5273
60.69,17.3,-1.94,0.0287
492.97,108.4,-0.62,0.8025
390.34,10.0,-4.89,0.2972
195.12,98.7,-1.82,0.0941
289.28,18.2,1.38,0.1947
455.67,4.6,-1.33,0.1869
277.05,86.3,0.85,0.4049
87.25,33.6,-2.98,0.0187
189.35,85.7,-3.52,0.0636
421.57,66.6,0.62,0.5315
322.11,13.1,-0.58,0.0556
325.36,111.9,-4.46,0.4775
433.41,54.3,-3.5,0.3
446.99,88.1,2.41,0.806
459.9,60.1,-3.81,0.2575
47.42,72.5,0.84,0.1537
272.06,36.3,-2.7,0.0752
370.25,24.0,-1.51,0.2044
378.46,65.1,-0.76,0.1992
303.36,52.8,-6.75,0.1547
83.39,46.8,-5.16,0.0949
398.71,80.7,-1.28,0.5123
360.06,82.9,-3.31,0.3233
43.07,5.5,0.99,0.0295
231.9,40.6,-5.52,0.0899
86.99,49.4,-0.09,0.0427
168.74,11.6,-4.94,0.0689
9.04,28.3,-2.38,0.0152
200.16,6.2,-4.16,0.0632
274.94,119.5,3.26,0.827
309.79,88.4,-4.85,0.2976
331.75,10.5,-1.81,0.1134
418.15,2.4,-5.82,0.2009
107.73,86.3,2.5,0.3788
60.24,52.7,-0.5,0.0554
425.77,94.4,-1.16,0.4387
78.31,110.8,2.19,0.263
487.38,71.9,-1.13,0.5253
421.27,22.5,-0.95,0.403
250.44,93.9,-1.17,0.2101
490.71,114.7,-0.09,0.9044
48.69,69.6,-2.73,0.0494
151.53,81.8,-2.04,0.1871
319.11,40.5,0.53,0.1778
175.0,45.8,-0.81,0.0826
464.19,88.2,-1.79,0.6993
32.81,111.3,-5.0,0.0438
274.71,75.5,2.25,0.5466
295.43,94.8,-3.15,0.4529
326.36,20.6,0.97,0.2381
127.83,25.4,-1.06,0.0287
182.28,63.8,-4.73,0.2346
421.84,21.2,1.63,0.3977
97.47,76.2,-0.86,0.0759
413.43,35.0,1.84,0.5203
281.33,95.0,-1.96,0.2153
381.09,97.0,0.26,0.6295
356.8,55.7,-5.91,0.2863
103.76,21.7,-2.75,0.0414
284.41,77.6,-4.68,0.1008
433.86,119.1,-2.44,0.7329
216.06,74.7,-0.32,0.118
483.3,4.3,-3.01,0.1811
226.11,2.1,0.66,0.2105
71.39,38.4,-3.64,0.0451
194.72,23.5,0.71,0.1142
475.85,97.6,1.77,0.9213
159.86,101.4,1.03,0.2776
434.05,31.0,-2.36,0.2766
440.63,39.1,-6.81,0.3831
175.09,28.3,-0.04,0.0468
41.63,109.0,-1.81,0.0583
362.28,60.3,-3.95,0.2098
155.76,78.7,-2.89,0.0719
391.46,49.9,2.09,0.7462
221.33,75.7,-4.34,0.1935
242.63,46.3,-0.33,0.1076
388.95,40.8,-0.96,0.2157
191.18,76.1,-2.39,0.116
221.56,70.9,0.11,0.0803
188.1,35.2,2.58,0.2983
183.67,17.9,-2.24,0.092
262.97,44.2,-2.11,0.366
404.4,49.8,0.06,0.2619
180.88,75.4,0.8,0.2705
262.13,109.7,-1.82,0.2478
335.36,4.3,-2.26,0.0898
134.72,29.2,-7.04,0.028
138.76,23.2,-3.45,0.0488
466.71,60.3,-4.35,0.4188
361.77,51.6,0.21,0.2672
288.59,87.5,-2.11,0.2499
323.86,29.1,-2.21,0.1367
14.65,71.3,-1.52,0.0237
309.05,106.1,-3.68,0.1609
254.75,109.3,2.38,0.6571
272.87,115.1,1.75,0.6201
179.71,92.8,2.55,0.3677
40.74,108.7,0.21,0.0964
96.67,28.1,-1.57,0.0688
475.37,23.7,2.54,0.7672
204.35,0.8,-3.2,0.1008
233.34,84.8,-3.68,0.4398
26.35,112.5,-3.0,0.2081
18.78,22.4,-0.19,0.0099
358.59,76.4,-3.41,0.2542
269.05,89.6,-1.89,0.2268
254.35,111.3,-5.5,0.325
121.56,77.6,-0.3,0.1722
372.38,116.4,-5.29,0.6316
84.12,41.4,-3.83,0.0217
94.97,42.0,1.54,0.0765
230.36,65.2,1.45,0.3036
143.14,46.0,-0.56,0.032
123.73,0.2,-0.81,0.0293
322.62,87.8,-2.83,0.2322
325.49,90.2,-3.43,0.2029
412.26,89.6,-2.41,0.418
208.85,41.4,-5.28,0.1189
36.54,62.7,-0.87,0.0446
136.83,43.2,-1.38,0.0624
490.0,1.9,-3.83,0.4862
298.13,67.5,2.42,0.6885
354.87,14.9,0.02,0.2099
3.68,9.6,0.23,0.0154
259.1,90.7,-2.72,0.2684
18.76,1.1,-1.5,0.012
284.62,115.1,0.07,0.1761
460.39,61.8,-1.12,0.6634
484.21,118.0,2.5,0.945
270.28,7.0,-2.01,0.0551
229.1,70.0,-2.76,0.2885
472.51,41.9,0.09,0.4171
336.8,101.2,-4.66,0.4155
32.45,43.3,0.81,0.0697
232.86,31.3,-4.75,0.1132
120.12,102.9,0.1,0.2193
234.9,45.0,-3.12,0.1069
227.73,2.0,-0.31,0.1416
291.07,46.8,0.77,0.1983
178.39,78.5,-1.12,0.2251
82.14,30.5,-4.5,0.0108
251.86,51.8,-3.74,0.0947
415.1,6.8,-3.32,0.2833
332.01,70.6,-6.24,0.2718
169.18,90.8,1.32,0.2628
467.76,49.6,-1.22,0.5017
456.1,50.4,-4.34,0.334
104.67,10.6,2.14,0.0585
19.71,24.2,-3.25,0.0206
370.65,18.6,-0.87,0.1695
413.81,57.8,-3.56,0.5861
483.93,63.5,-6.55,0.5568
444.92,113.9,-4.91,0.7553
300.27,8.8,-2.62,0.1487
265.03,72.0,0.75,0.2399
13.92,63.2,-0.63,0.0118
123.33,61.9,-1.15,0.1201
229.81,104.8,-6.53,0.1709
314.25,24.7,1.68,0.3073
278.63,4.9,-0.94,0.0934
371.32,80.7,-1.8,0.4146
139.88,41.4,1.33,0.1854
282.48,2.1,1.62,0.2254
44.07,30.2,1.39,0.0508
206.83,37.1,-2.12,0.1444
375.08,74.0,-4.01,0.4778
346.7,20.7,0.97,0.2314
495.32,49.6,-4.91,0.4091
138.95,57.9,3.37,0.2868
249.09,55.1,-1.43,0.1538
164.77,116.9,-4.15,0.1139
220.3,5.5,-4.58,0.0685
428.48,114.1,-4.69,0.6399
342.1,69.8,-1.15,0.1206
441.22,95.5,-1.52,0.44
101.76,51.6,-4.59,0.0127
436.68,54.5,-2.39,0.4106
29.88,105.5,-4.92,0.1052
444.3,107.5,-0.03,0.4309
164.54,28.6,-1.64,0.0318
157.29,23.9,-2.45,0.049
256.04,59.5,-4.72,0.11
470.35,108.0,-2.25,0.5864
23.89,38.7,-2.54,0.0305
176.12,78.2,-0.71,0.1029
428.29,85.0,-1.08,0.3676
198.03,93.4,0.48,0.0936
99.58,67.7,-2.71,0.1702
212.4,48.3,-6.15,0.1806
192.78,116.0,0.98,0.2981
457.71,73.4,-3.84,0.5759
380.97,87.4,-4.27,0.4049
252.56,41.4,-1.61,0.1675
494.19,80.4,-0.74,0.5578
232.64,30.9,-2.83,0.0797
29.12,29.4,-2.85,0.0266
131.14,85.8,-2.48,0.1919
218.04,62.6,2.04,0.4448
78.45,82.0,-1.51,0.1165
473.78,32.3,-3.92,0.4059
383.42,71.8,-3.89,0.3393
134.14,53.3,-2.13,0.0267
295.4,71.6,-0.91,0.2638
360.72,34.9,-0.29,0.2888
470.64,85.9,-1.19,0.5994
440.82,96.7,-3.6,0.5222
257.6,31.2,-2.56,0.2059
387.33,36.1,0.33,0.415
281.07,79.3,-4.37,0.4001
276.35,83.5,-2.66,0.1804
57.37,84.5,-0.01,0.042
63.07,81.9,0.69,0.1478
264.77,47.1,-1.98,0.1547
134.43,47.4,-2.53,0.0475
10.52,30.6,-4.81,0.0147
361.42,18.8,-0.19,0.2088
16.24,83.1,1.8,0.176
297.64,11.2,4.91,0.7143
269.6,112.5,-0.53,0.4354
484.41,99.2,-1.63,0.7497
242.11,102.9,-3.8,0.1886
31.8,108.8,-6.2,0.0451
275.84,49.0,-1.06,0.1439
420.55,101.6,4.38,0.9126
498.42,19.0,1.68,0.6274
215.17,2.6,1.29,0.23
160.15,94.2,-0.89,0.1392
453.33,9.0,-0.6,0.2456
95.62,118.6,-7.56,0.2694
307.71,81.0,0.41,0.2601
202.86,90.4,-2.95,0.119
20.54,29.5,-3.25,0.0363
173.64,80.9,-2.31,0.1726
132.61,5.2,-2.39,0.0315
343.05,100.5,-3.29,0.542
474.4,20.4,-1.47,0.438
134.02,83.7,-2.9,0.0592
405.73,26.9,-1.25,0.1142
27.68,8.2,-5.22,0.0117
269.06,57.8,-2.04,0.2812
35.28,20.3,-4.24,0.0159
467.02,87.5,-3.1,0.6855
383.18,28.5,-1.14,0.286
328.97,41.1,-5.51,0.1092
411.95,68.1,-3.56,0.4046
323.76,34.2,-0.08,0.2284
484.47,45.4,-5.03,0.4164
356.98,97.9,2.94,0.8037
462.33,21.5,1.51,0.6511
258.57,9.9,-2.74,0.0956
58.53,39.4,-3.47,0.0513
264.09,50.9,-1.0,0.1929
63.44,65.1,-5.12,0.0295
296.25,44.7,-6.51,0.1547
241.25,94.8,-2.65,0.2427
311.29,4.7,-1.84,0.2193
5.02,51.8,-1.26,0.0195
97.42,45.9,-3.04,0.0199
245.67,77.7,1.68,0.4656
475.25,116.0,-5.24,0.66
191.8,61.2,-4.35,0.0636
212.19,118.4,-0.28,0.2657
357.35,36.3,-4.4,0.3519
301.9,3.7,-4.5,0.0898
149.46,19.9,-1.19,0.0596
205.41,47.4,-4.13,0.1413
108.85,38.0,-1.83,0.0651
483.01,11.6,-3.25,0.3042
65.32,51.9,-3.65,0.0228
185.92,40.6,-6.76,0.0523
12.92,14.7,-1.15,0.0223
110.89,35.5,-4.62,0.0603
390.24,106.4,-1.92,0.4351
100.59,36.2,-2.78,0.1105
40.03,85.7,-2.02,0.0313
237.23,73.4,-1.87,0.2688
4.98,51.3,-1.02,0.0506
42.38,28.7,-3.32,0.0247
403.81,44.3,1.61,0.4935
385.74,71.1,-6.12,0.3269
457.57,42.1,-2.07,0.416
427.26,25.8,0.59,0.5497
341.59,14.0,-0.31,0.1036
26.17,105.6,-3.94,0.0259
391.42,52.8,-3.52,0.4025
422.76,75.0,-4.02,0.574
399.54,58.8,-0.0,0.6372
254.24,104.7,-3.35,0.1699
116.45,65.6,-0.86,0.0659
422.66,57.7,-0.84,0.5812
363.58,111.0,4.42,0.9419
490.38,86.4,-0.72,0.6504
77.85,13.4,-3.53,0.0362
112.83,21.3,-5.15,0.0272
105.9,94.5,-2.19,0.1406
396.27,100.3,-1.8,0.3889
93.45,65.4,-7.03,0.0285
33.33,66.5,-3.28,0.0332
499.28,75.8,-0.76,0.343
12.41,52.7,-2.83,0.0274
417.62,81.6,0.92,0.4383
182.68,13.0,-5.4,0.0629
420.81,115.4,0.19,0.691
277.31,90.0,0.78,0.3789
450.82,75.7,0.89,0.7302
463.1,38.0,-5.41,0.4691
4.55,19.3,-0.71,0.0131
37.71,49.1,-3.17,0.0727
125.18,79.4,-5.02,0.108
334.66,76.0,-2.53,0.4265
444.14,45.9,-3.76,0.5691
229.97,73.6,0.8,0.3228
303.49,97.6,-0.22,0.6045
94.25,3.2,-4.38,0.0262
402.48,54.1,-3.31,0.384
483.66,91.0,-2.45,0.6011
134.3,65.5,-1.68,0.071
247.41,78.2,1.02,0.249
43.06,62.0,0.23,0.06
279.57,119.0,-1.37,0.2821
251.39,6.6,-2.15,0.0868
72.22,58.9,-5.93,0.0596
221.03,11.0,1.73,0.1894
167.05,19.2,-2.62,0.0348
260.92,46.0,2.39,0.5146
292.83,18.7,-1.01,0.1279
4.25,115.6,3.56,0.1161
380.5,113.6,0.02,0.4418
356.51,40.3,-5.08,0.4152
183.14,76.8,-3.04,0.2421
26.47,64.1,-1.92,0.0446
377.47,97.9,-3.68,0.5938
477.59,75.3,-2.44,0.5152
120.08,0.0,-4.92,0.0249
161.76,91.6,-1.49,0.2289
91.91,89.6,-0.91,0.0991
288.47,61.2,-4.01,0.224
77.42,108.4,3.35,0.4162
178.1,109.0,-1.34,0.2988
348.51,62.9,-3.54,0.4482
280.06,73.0,-5.57,0.3015
193.23,119.6,-1.35,0.2447
210.12,35.9,-2.15,0.0787
281.06,39.0,0.46,0.26
2.93,21.9,-1.86,0.009
39.25,107.5,-4.48,0.0465
440.63,89.3,2.68,0.7765
38.94,12.7,-0.41,0.0329
353.4,117.8,-2.14,0.4339
460.02,87.7,-1.09,0.6677
135.34,102.1,-0.31,0.1247
185.25,5.8,-5.07,0.185
284.46,60.6,-1.11,0.2508
440.85,83.8,-2.63,0.3437
470.95,65.2,-0.23,0.6969
369.78,80.0,-3.35,0.3693
43.31,98.1,-3.01,0.0583
334.58,44.9,2.66,0.5271
205.15,101.8,1.58,0.4287
235.35,19.5,-9.74,0.0969
24.57,32.5,1.39,0.0355
95.53,5.2,-1.68,0.0196
395.26,43.7,-3.27,0.3472
226.98,45.6,-4.02,0.0402
150.83,96.6,-3.87,0.0715
192.01,78.4,-3.2,0.2782
427.2,52.4,-4.32,0.467
374.5,78.3,-4.89,0.356
136.16,6.3,-4.1,0.0153
58.75,21.6,-0.69,0.0233
126.0,75.2,-1.37,0.1334
460.38,77.0,-0.11,0.8398
290.79,92.9,-1.67,0.5414
266.74,48.4,-4.77,0.1106
298.2,86.7,-0.26,0.257
183.01,82.1,-4.01,0.0731
403.55,115.6,0.12,0.5279
261.64,25.8,-4.41,0.1066
58.37,66.2,-3.22,0.0383
64.53,72.2,-2.4,0.1332
268.43,119.8,0.19,0.2495
468.29,24.1,-1.06,0.3979
154.18,62.8,-1.45,0.0337
434.77,41.5,3.21,0.8449
382.05,63.1,-6.09,0.2372
123.91,27.9,-4.1,0.0731
18.17,5.7,-4.2,0.012
50.92,68.7,-5.93,0.0227
364.25,40.3,-3.3,0.1158
99.83,21.8,0.22,0.0234
185.64,38.9,-2.98,0.0901
250.85,5.9,-2.33,0.1003
362.73,114.1,-5.81,0.4659
56.62,69.7,-3.49,0.0732
203.18,97.8,-2.65,0.1218
242.54,50.8,0.11,0.0392
270.41,108.4,-5.69,0.3614
409.18,58.0,-2.64,0.5716
85.84,68.9,1.22,0.1978
403.92,59.0,-2.61,0.2624
346.44,88.0,-6.79,0.3361
277.94,68.0,1.7,0.531
349.76,32.6,0.34,0.2101
206.01,17.5,0.67,0.1059
69.2,72.7,-5.86,0.0387
332.88,58.7,2.28,0.4669
262.34,11.5,-3.43,0.0644
319.69,47.5,-2.77,0.3203
169.0,61.8,-3.26,0.0985
453.43,99.2,0.87,0.8547
293.68,9.1,-1.95,0.1476
42.7,41.8,-0.3,0.0613
224.9,98.7,-1.31,0.3077
378.18,77.8,-1.74,0.5181
397.07,34.8,-3.87,0.297
247.3,101.4,3.03,0.9107
447.37,59.2,-5.16,0.5058
133.83,59.8,-0.47,0.0288
205.3,117.2,-0.56,0.2757
449.3,113.7,1.39,0.7576
448.13,43.0,1.97,0.8055
342.86,16.9,-1.84,0.2421
429.49,39.1,-0.17,0.3604
44.39,3.7,2.91,0.058
432.5,2.5,-1.66,0.283
160.31,47.5,-4.17,0.0559
89.17,112.9,-2.46,0.1546
119.68,104.6,-4.76,0.155
208.98,61.4,-0.57,0.3918
125.6,67.8,1.16,0.1188
160.28,0.7,-1.8,0.0336
67.49,25.9,-5.55,0.0253
148.09,3.0,1.05,0.0633
286.14,90.5,-5.94,0.416
220.93,17.5,-5.36,0.0686
173.36,104.3,-1.95,0.3629
373.23,77.2,-0.87,0.4837
446.75,27.5,-0.44,0.3195
378.39,18.9,-1.67,0.1737
166.0,75.3,2.9,0.5543
372.22,108.1,-1.34,0.5284
75.99,86.2,1.09,0.1254
65.16,41.8,0.47,0.0332
172.81,70.5,-4.73,0.11
403.85,37.3,-1.92,0.2632
123.17,119.9,3.81,0.7772
31.63,89.9,-2.76,0.0731
65.85,73.7,-3.19,0.0495
429.37,50.8,-1.07,0.4018
316.89,74.2,-2.67,0.3087
126.6,41.0,-3.48,0.0534
277.65,3.5,-2.71,0.0627
263.79,47.4,2.08,0.2009
327.72,111.7,-1.84,0.3538
116.59,75.2,-4.82,0.0756
432.2,10.1,-5.28,0.2209
154.68,106.2,4.02,0.7596
347.07,32.3,-2.06,0.2052
8.06,29.3,-0.41,0.0448
186.33,35.7,-3.43,0.0598
175.85,69.3,-0.7,0.1209
271.74,65.4,2.15,0.4499
36.37,59.0,-3.13,0.0429
395.07,86.1,-0.35,0.6189
108.89,38.0,-5.01,0.0598
338.52,93.8,3.56,0.6759
401.61,21.0,-0.83,0.327
280.94,93.9,-2.53,0.206
370.44,79.7,-2.24,0.3784
330.93,82.0,-2.78,0.4309
177.76,57.8,-2.65,0.0589
404.43,80.0,-7.62,0.6257
147.35,9.6,-1.74,0.0338
285.61,102.2,-1.85,0.5994
372.7,6.7,-0.28,0.2004
189.48,17.8,-2.81,0.1343
151.38,69.2,-3.43,0.1609
229.67,88.7,-1.52,0.1628
408.98,9.2,-5.53,0.1491
464.96,110.5,-1.14,0.7179
272.54,116.8,-6.15,0.2977
330.73,72.7,1.3,0.6916
451.64,57.7,0.21,0.4956
49.27,89.0,-3.82,0.0511
116.04,39.4,0.15,0.0269
354.45,59.2,-1.22,0.3619
411.87,109.9,-4.02,0.4643
428.51,114.7,-6.56,0.7046
207.55,111.2,-0.71,0.293
44.67,31.5,-3.49,0.0172
218.89,27.9,1.24,0.2479
115.37,35.7,-1.46,0.04
145.6,53.0,-3.25,0.0364
386.13,37.7,2.99,0.8486
37.76,44.9,-0.06,0.0182
413.79,74.5,-10.64,0.5451
213.83,91.5,-2.72,0.2308
298.03,88.3,-4.96,0.355
44.83,97.7,-3.5,0.0766
168.68,3.9,-1.86,0.0272
44.85,5.7,-0.61,0.0388
480.77,94.7,-0.85,0.7765
403.63,64.0,1.19,0.6554
229.82,69.4,0.09,0.0969
111.8,6.3,-0.06,0.018
466.73,30.6,-1.0,0.5055
172.3,76.6,1.72,0.1252
80.49,103.1,-2.29,0.1053
281.58,110.0,-2.23,0.2206
471.89,60.1,-6.26,0.4358
1.92,65.5,1.14,0.0286
119.06,100.0,-1.69,0.1273
469.22,64.5,5.83,0.9863
85.54,62.0,-2.51,0.0623
56.62,108.6,-1.28,0.1007
285.09,94.8,-0.13,0.3288
430.92,109.1,-4.25,0.7161
238.55,26.2,-0.6,0.1229
497.28,62.9,-1.41,0.2818
339.59,101.1,-2.26,0.5464
37.04,13.3,1.43,0.0604
496.42,95.4,-3.76,0.6727
203.95,22.0,-0.81,0.0286
143.7,97.0,2.14,0.3793
278.94,73.4,-3.27,0.2682
152.15,23.2,-2.24,0.0409
43.23,56.8,4.36,0.3564
0.71,81.8,-0.31,0.0612
224.79,76.1,-2.77,0.4105
418.43,51.3,0.51,0.4985
286.16,107.9,-2.92,0.3953
499.6,62.3,-5.41,0.5049
143.42,60.7,1.93,0.1774
140.23,7.5,-4.26,0.0344
79.87,110.7,4.63,0.7623
82.03,21.3,-2.72,0.0425
142.59,63.4,3.83,0.7019
396.42,96.4,-4.92,0.3481
452.88,25.9,1.06,0.3745
487.54,63.3,-0.25,0.7111
116.14,28.9,0.59,0.1134
440.65,91.2,0.92,0.7234
164.13,67.7,-2.74,0.0121
56.42,102.7,-4.77,0.0532
435.01,107.3,-1.63,0.6809
318.05,77.8,-0.94,0.2249
82.37,87.0,-2.68,0.08
214.92,65.9,-0.81,0.3009
143.63,46.1,-0.68,0.125
368.4,77.8,-3.78,0.5046
226.71,109.0,-0.51,0.2528
494.64,50.0,-2.17,0.49
27.37,37.7,-3.25,0.0343
177.51,46.6,0.47,0.1104
240.95,52.2,-3.44,0.1469
251.57,8.8,-2.64,0.0419
157.97,59.8,-1.32,0.0632
364.62,59.3,1.94,0.6993
437.37,70.6,-1.02,0.3793
469.36,43.5,-0.18,0.5102
402.55,73.6,-2.24,0.5076
425.29,105.4,-1.7,0.6723
275.27,114.7,-1.62,0.4261
412.94,70.0,-0.77,0.5419
151.75,5.1,-2.24,0.0287
199.24,116.3,1.85,0.3132
158.46,84.7,-2.43,0.0833
233.69,40.3,-5.77,0.1597
142.79,17.7,5.36,0.3825
480.81,17.2,-2.32,0.2858
156.42,20.1,1.78,0.0832
49.02,5.5,2.01,0.0232
263.41,108.3,0.86,0.3048
28.55,64.9,-2.0,0.0574
55.27,84.0,-0.78,0.0408
109.69,99.4,-4.69,0.0471
232.18,95.0,3.48,0.6483
216.63,105.9,-3.63,0.2843
399.85,116.1,-2.13,0.3833
369.74,52.7,-1.25,0.4317
213.16,114.0,-1.77,0.1413
166.85,86.8,-3.14,0.1129
158.23,8.5,1.99,0.1072
387.0,81.8,0.88,0.517
26.04,82.4,-0.69,0.0436
6.41,108.7,-2.5,0.081
397.77,44.8,1.16,0.5074
238.57,70.2,-2.66,0.1369
65.44,1.5,2.43,0.0936
117.78,39.8,-1.22,0.0544
466.25,7.5,1.57,0.488
429.75,62.6,-1.78,0.4747
354.89,98.1,-1.32,0.3622
241.11,24.8,1.56,0.1552
260.16,63.3,3.98,0.7899
487.62,24.5,2.4,0.8072
482.89,14.5,0.69,0.5942
107.63,61.3,-0.03,0.0831
405.55,9.5,-2.77,0.1741
98.62,70.5,-0.76,0.104
106.77,3.8,-3.78,0.0232
338.05,12.8,-0.56,0.2425
202.5,66.0,-0.4,0.1243
465.77,71.0,-6.4,0.61
44.5,3.5,-1.4,0.0195
255.76,68.8,-0.46,0.266
459.26,100.6,-1.71,0.4666
452.06,86.7,-0.6,0.4082
78.26,15.7,-4.85,0.0355
183.32,71.1,-3.44,0.1432
309.56,80.7,1.09,0.3661
79.7,4.5,-1.5,0.0263
484.01,102.6,-0.65,0.5517
457.37,108.8,-2.87,0.9185
83.48,102.1,-1.45,0.1617
60.58,99.0,-7.26,0.098
42.7,89.4,0.62,0.0824
454.72,76.0,3.02,0.8558
96.81,81.4,-4.16,0.0407
208.14,96.8,-3.85,0.1915
224.43,79.5,-0.4,0.1254
299.51,39.3,2.18,0.3534
35.87,45.1,-1.51,0.0141
113.38,107.6,-4.57,0.1355
465.75,2.1,-2.02,0.2826
454.21,83.9,-4.07,0.659
390.65,114.6,-3.17,0.6393
9.7,84.7,-2.26,0.0458
163.5,119.3,-3.82,0.4817
313.98,82.5,-3.44,0.4161
137.6,4.1,-1.31,0.0186
454.79,99.2,-0.96,0.7019
316.94,34.2,-5.06,0.1856
35.95,53.5,-0.51,0.0166
454.5,37.5,-2.45,0.2664
478.88,32.2,0.3,0.5551
38.86,51.8,0.45,0.0577
266.18,45.5,-2.86,0.0987
151.68,76.0,0.04,0.1624
196.42,97.6,-3.59,0.2104
89.83,35.7,1.81,0.1732
289.04,25.6,-3.5,0.2213
478.99,80.0,-0.62,0.6114
251.54,80.4,-1.97,0.3862
41.46,108.1,-4.04,0.0428
310.0,1.9,0.75,0.4147
170.11,102.4,-3.04,0.1148
427.96,62.5,-5.75,0.4595
217.34,74.6,-8.71,0.1271
96.42,11.0,-3.69,0.0229
95.55,51.9,1.94,0.4179
384.38,27.3,1.64,0.4352
132.79,30.5,-3.3,0.0721
383.62,60.5,-2.44,0.3449
102.94,97.5,-2.66,0.1486
160.84,89.3,-4.83,0.1047
232.74,70.9,-3.87,0.1906
471.6,64.7,0.95,0.7558
465.87,51.3,-0.24,0.4098
103.44,116.7,-0.82,0.3675
179.11,67.2,-4.84,0.1521
74.7,30.5,-1.25,0.0277
254.99,27.6,-7.26,0.0836
230.29,73.4,0.61,0.241
450.38,62.7,-0.85,0.3627
465.0,0.9,-4.86,0.5312
191.78,99.6,2.54,0.5668
245.87,84.5,-5.99,0.2126
448.12,79.4,-0.17,0.6898
403.35,8.3,-0.11,0.1809
1.83,43.4,-4.6,0.012
160.03,112.2,-1.59,0.1678
210.89,103.5,-5.59,0.2321
114.86,34.3,-8.62,0.0572
99.79,18.8,-4.17,0.0154
18.89,53.9,-3.04,0.0226
321.68,42.7,0.11,0.0594
131.26,81.9,-1.33,0.0566
26.17,116.0,-1.27,0.1003
115.49,43.6,-4.04,0.08
400.96,7.5,-2.83,0.1479
425.74,107.7,-3.82,0.5889
241.53,4.6,-4.56,0.0768
208.04,114.3,-2.98,0.3585
488.93,79.7,-1.31,0.7977
100.28,113.0,-2.93,0.1272
107.68,24.0,-2.31,0.032
145.93,4.9,0.24,0.0211
86.38,58.6,-2.75,0.0533
189.68,54.1,-4.83,0.2434
